20082D-11-01_S0_L001_megahit_output_virsorter_k141_856053||full_len:23284	gnl|BL_ORD_ID|237108 YP_009873893.1 |beta-glucosyl-HMC-alpha-glucosyltransferase [Tenacibaculum phage PTm1]	 score  :276.0	 e_val  :3.86851e-23	 q_start  :17734	 q_end  :18618	 s_start  :105	 s_end  :399	 align_len  :311
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|408875 YP_009303601.1 |ribonucleotide reductase [Mycobacterium phage Mulciber]	 score  :367.0	 e_val  :4.62671e-33	 q_start  :23789	 q_end  :25609	 s_start  :11	 s_end  :672	 align_len  :706
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|490377 YP_009143220.1 |ribonucleotide reductase [Sinorhizobium phage phiM12]	 score  :368.0	 e_val  :5.41199e-33	 q_start  :23867	 q_end  :25453	 s_start  :92	 s_end  :703	 align_len  :636
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|352958 YP_009601428.1 |ribonucleotide reductase [Sinorhizobium phage phiM7]	 score  :368.0	 e_val  :5.41199e-33	 q_start  :23867	 q_end  :25453	 s_start  :92	 s_end  :703	 align_len  :636
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|617357 YP_004421457.1 |hypothetical protein S-CBS2_gp003 [Synechococcus phage S-CBS2]	 score  :351.0	 e_val  :6.31263e-33	 q_start  :63196	 q_end  :64029	 s_start  :85	 s_end  :368	 align_len  :289
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|543433 YP_008858478.1 |ribonucleotide reductase [Mycobacterium phage Artemis2UCLA]	 score  :366.0	 e_val  :6.51801e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :683	 align_len  :699
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|541781 YP_008856824.1 |ribonucleotide reductase [Mycobacterium phage CloudWang3]	 score  :366.0	 e_val  :6.51801e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :683	 align_len  :699
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|148881 YP_010110470.1 |DNA primase [uncultured phage cr106_1]	 score  :347.0	 e_val  :6.72434e-33	 q_start  :14177	 q_end  :15097	 s_start  :13	 s_end  :311	 align_len  :309
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|258098 YP_009834270.1 |ribonucleotide reductase [Lentibacter phage vB_LenP_ICBM1]	 score  :365.0	 e_val  :7.62037e-33	 q_start  :23789	 q_end  :25453	 s_start  :75	 s_end  :671	 align_len  :621
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|555404 YP_008242260.1 |DnaG family primase [Cellulophaga phage phi14:2]	 score  :349.0	 e_val  :8.74721e-33	 q_start  :14288	 q_end  :15091	 s_start  :19	 s_end  :290	 align_len  :275
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|179657 YP_010061654.1 |ribonucleotide reductase [Mycobacterium phage DarthPhader]	 score  :365.0	 e_val  :9.00068e-33	 q_start  :23789	 q_end  :25603	 s_start  :14	 s_end  :678	 align_len  :705
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|181300 YP_010061187.1 |ribonucleotide reductase [Mycobacterium phage JewelBug]	 score  :365.0	 e_val  :9.36915e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :685	 align_len  :702
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150268 YP_010111857.1 |putative RNA polymerase [uncultured phage cr128_1]	 score  :373.0	 e_val  :9.85058e-33	 q_start  :46	 q_end  :1599	 s_start  :1039	 s_end  :1544	 align_len  :554
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150082 YP_010111671.1 |DNA primase [uncultured phage cr85_1]	 score  :346.0	 e_val  :1.38701e-32	 q_start  :14153	 q_end  :15133	 s_start  :1	 s_end  :320	 align_len  :339
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150137 YP_010111726.1 |DNA primase [uncultured phage cr126_1]	 score  :346.0	 e_val  :1.44801e-32	 q_start  :14177	 q_end  :15133	 s_start  :1	 s_end  :309	 align_len  :323
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116804 YP_010359654.1 |DNA primase [uncultured phage cr18_1]	 score  :345.0	 e_val  :1.46511e-32	 q_start  :14177	 q_end  :15121	 s_start  :4	 s_end  :312	 align_len  :331
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|177682 YP_010062436.1 |ribonucleotide reductase [Mycobacterium phage Stasia]	 score  :363.0	 e_val  :1.52241e-32	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :676	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|178463 YP_010063217.1 |ribonucleotide reductase [Mycobacterium phage Mundrea]	 score  :363.0	 e_val  :1.6501e-32	 q_start  :23789	 q_end  :25609	 s_start  :12	 s_end  :675	 align_len  :706
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|705643 NP_046865.1 |ribonucleotide reductase [Mycobacterium phage D29]	 score  :363.0	 e_val  :1.81078e-32	 q_start  :23789	 q_end  :25603	 s_start  :14	 s_end  :692	 align_len  :713
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|340247 YP_009638225.1 |ribonucleotide reductase [Mycobacterium phage Jeffabunny]	 score  :362.0	 e_val  :2.0266e-32	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :673	 align_len  :690
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116126 YP_010358976.1 |DNA primase (bacterial type) [uncultured phage cr151_1]	 score  :344.0	 e_val  :2.03727e-32	 q_start  :14177	 q_end  :15115	 s_start  :7	 s_end  :309	 align_len  :317
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|534912 YP_009009885.1 |ribonucleotide reductase [Mycobacterium phage 40AC]	 score  :362.0	 e_val  :2.09244e-32	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :679	 align_len  :700
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|115907 YP_010358757.1 |terminase large subunit [uncultured phage cr123_1]	 score  :363.0	 e_val  :2.45481e-32	 q_start  :35811	 q_end  :37733	 s_start  :51	 s_end  :725	 align_len  :690
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|526622 YP_009014543.1 |ribonucleotide reductase [Mycobacterium phage Blue7]	 score  :361.0	 e_val  :2.60424e-32	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :683	 align_len  :699
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149870 YP_010111459.1 |DNA primase [uncultured phage cr112_1]	 score  :343.0	 e_val  :2.71046e-32	 q_start  :14177	 q_end  :15118	 s_start  :1	 s_end  :312	 align_len  :322
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|180953 YP_010060840.1 |ribonucleotide reductase [Mycobacterium phage Zolita]	 score  :361.0	 e_val  :3.10106e-32	 q_start  :23789	 q_end  :25603	 s_start  :12	 s_end  :686	 align_len  :708
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|181205 YP_010061092.1 |ribonucleotide reductase [Mycobacterium phage Blinn1]	 score  :360.0	 e_val  :3.86418e-32	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :678	 align_len  :700
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|609530 YP_005086993.1 |ribonucleotide reductase [Rhodococcus phage RGL3]	 score  :360.0	 e_val  :4.14521e-32	 q_start  :23789	 q_end  :25603	 s_start  :14	 s_end  :679	 align_len  :698
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|456256 YP_009208931.1 |ribonucleotide reductase [Mycobacterium phage Swirley]	 score  :360.0	 e_val  :4.33364e-32	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :688	 align_len  :721
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150039 YP_010111628.1 |major head protein [uncultured phage cr85_1]	 score  :352.0	 e_val  :4.66971e-32	 q_start  :42739	 q_end  :44148	 s_start  :8	 s_end  :497	 align_len  :495
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150737 YP_010112326.1 |RecA protein [uncultured phage cr56_1]	 score  :334.0	 e_val  :6.04289e-32	 q_start  :44219	 q_end  :44932	 s_start  :2	 s_end  :239	 align_len  :240
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|179837 YP_010061834.1 |ribonucleotide reductase [Mycobacterium phage Steamy]	 score  :358.0	 e_val  :6.0762e-32	 q_start  :23789	 q_end  :25603	 s_start  :14	 s_end  :678	 align_len  :694
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|451512 YP_009204138.1 |ribonucleotide reductase [Mycobacterium phage Smeadley]	 score  :358.0	 e_val  :6.74638e-32	 q_start  :23789	 q_end  :25633	 s_start  :4	 s_end  :680	 align_len  :701
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|340729 YP_009638707.1 |ribonucleotide reductase [Mycobacterium phage Arturo]	 score  :357.0	 e_val  :7.21033e-32	 q_start  :23789	 q_end  :25609	 s_start  :12	 s_end  :675	 align_len  :706
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110810 YP_010510199.1 |RecA protein [uncultured phage cr16_1]	 score  :332.0	 e_val  :9.30594e-32	 q_start  :44219	 q_end  :44932	 s_start  :2	 s_end  :239	 align_len  :240
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|178373 YP_010063127.1 |ribonucleotide reductase [Mycobacterium phage Miramae]	 score  :357.0	 e_val  :9.39321e-32	 q_start  :23789	 q_end  :25609	 s_start  :12	 s_end  :677	 align_len  :700
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149586 YP_010111175.1 |Sak4-like ssDNA annealing protein [uncultured phage cr108_1]	 score  :331.0	 e_val  :1.03e-31	 q_start  :15855	 q_end  :16463	 s_start  :35	 s_end  :236	 align_len  :205
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151278 YP_010112867.1 |RecA protein [uncultured phage cr113_1]	 score  :332.0	 e_val  :1.03418e-31	 q_start  :44219	 q_end  :44932	 s_start  :2	 s_end  :239	 align_len  :240
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150882 YP_010112471.1 |RecA protein [uncultured phage cr109_1]	 score  :332.0	 e_val  :1.03418e-31	 q_start  :44219	 q_end  :44932	 s_start  :2	 s_end  :239	 align_len  :240
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110581 YP_010509970.1 |RecA protein [uncultured phage cr82_1]	 score  :332.0	 e_val  :1.03418e-31	 q_start  :44219	 q_end  :44932	 s_start  :2	 s_end  :239	 align_len  :240
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|179575 YP_010061572.1 |ribonucleotide reductase [Mycobacterium phage Pharaoh]	 score  :356.0	 e_val  :1.0346e-31	 q_start  :23789	 q_end  :25603	 s_start  :14	 s_end  :678	 align_len  :698
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|338591 YP_009636569.1 |ribonucleotide reductase [Mycobacterium phage Hammer]	 score  :356.0	 e_val  :1.04758e-31	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :683	 align_len  :699
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150600 YP_010112189.1 |RecA protein [uncultured phage cr53_1]	 score  :332.0	 e_val  :1.07464e-31	 q_start  :44219	 q_end  :44932	 s_start  :2	 s_end  :239	 align_len  :240
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|436754 YP_009224175.1 |ribonucleotide reductase [Mycobacterium phage VohminGhazi]	 score  :356.0	 e_val  :1.10585e-31	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :673	 align_len  :688
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|339879 YP_009637857.1 |ribonucleotide reductase [Mycobacterium phage EricB]	 score  :356.0	 e_val  :1.10585e-31	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :673	 align_len  :688
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|409879 YP_009304605.1 |ribonucleotide reductase [Mycobacterium phage ArcherNM]	 score  :356.0	 e_val  :1.17674e-31	 q_start  :23900	 q_end  :25603	 s_start  :13	 s_end  :650	 align_len  :669
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151122 YP_010112711.1 |nuclear pore complex protein-like protein [uncultured phage cr6_1]	 score  :363.0	 e_val  :1.51941e-31	 q_start  :106	 q_end  :3300	 s_start  :2985	 s_end  :4115	 align_len  :1207
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149723 YP_010111312.1 |putative RNA-polymerase subunit [uncultured phage cr111_1]	 score  :360.0	 e_val  :1.89232e-31	 q_start  :5281	 q_end  :7983	 s_start  :363	 s_end  :1246	 align_len  :965
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|522090 YP_009018837.1 |ribonucleotide reductase [Mycobacterium phage LHTSCC]	 score  :354.0	 e_val  :2.09274e-31	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :682	 align_len  :698
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150802 YP_010112391.1 |RecA protein [uncultured phage cr60_1]	 score  :329.0	 e_val  :2.52389e-31	 q_start  :44219	 q_end  :44932	 s_start  :2	 s_end  :239	 align_len  :240
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|179010 YP_010063764.1 |ribonucleotide reductase [Mycobacterium phage Fameo]	 score  :353.0	 e_val  :2.60084e-31	 q_start  :23900	 q_end  :25603	 s_start  :13	 s_end  :662	 align_len  :658
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|179293 YP_010064047.1 |ribonucleotide reductase [Mycobacterium phage JoshKayV]	 score  :353.0	 e_val  :2.8491e-31	 q_start  :23789	 q_end  :25606	 s_start  :13	 s_end  :683	 align_len  :694
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|144688 YP_010106277.1 |major head protein [Bacteroides phage DAC15]	 score  :346.0	 e_val  :2.86457e-31	 q_start  :42736	 q_end  :44148	 s_start  :3	 s_end  :491	 align_len  :500
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|177770 YP_010062524.1 |ribonucleotide reductase [Mycobacterium phage Cerulean]	 score  :353.0	 e_val  :2.90378e-31	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :682	 align_len  :698
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|181763 YP_010060184.1 |ribonucleotide reductase [Mycobacterium phage Zetzy]	 score  :352.0	 e_val  :2.93995e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :671	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|560025 YP_008126291.1 |ribonucleotide reductase [Mycobacterium phage Jobu08]	 score  :352.0	 e_val  :3.15613e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :671	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|179930 YP_010061927.1 |ribonucleotide reductase [Mycobacterium phage SWU2]	 score  :352.0	 e_val  :3.66923e-31	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :679	 align_len  :701
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|180782 YP_010060669.1 |ribonucleotide reductase [Mycobacterium phage Naca]	 score  :352.0	 e_val  :3.70372e-31	 q_start  :23789	 q_end  :25603	 s_start  :27	 s_end  :691	 align_len  :696
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|466350 YP_009219116.1 |ribonucleotide reductase [Mycobacterium phage Anubis]	 score  :351.0	 e_val  :4.5803e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :671	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|445889 YP_009198479.1 |ribonucleotide reductase [Mycobacterium phage MarQuardt]	 score  :351.0	 e_val  :4.5803e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :671	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|442598 YP_009195152.1 |ribonucleotide reductase [Mycobacterium phage Tiffany]	 score  :351.0	 e_val  :4.5803e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :671	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|181674 YP_010060095.1 |ribonucleotide reductase [Mycobacterium phage SoilDragon]	 score  :351.0	 e_val  :4.83052e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :671	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|337666 YP_009635644.1 |ribonucleotide reductase [Mycobacterium phage JHC117]	 score  :351.0	 e_val  :4.87353e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :671	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|368808 YP_009617278.1 |ribonucleotide reductase [Mycobacterium phage Wonder]	 score  :351.0	 e_val  :4.927e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :669	 align_len  :696
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150968 YP_010112557.1 |VOG1134 [uncultured phage cr4_1]	 score  :357.0	 e_val  :5.26002e-31	 q_start  :6154	 q_end  :8088	 s_start  :1162	 s_end  :1783	 align_len  :677
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116496 YP_010359346.1 |protein RecA [uncultured phage cr77_1]	 score  :326.0	 e_val  :5.43662e-31	 q_start  :44228	 q_end  :44932	 s_start  :5	 s_end  :239	 align_len  :237
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110199 YP_010509588.1 |nuclear pore complex protein-like protein [uncultured phage cr12_1]	 score  :358.0	 e_val  :5.65578e-31	 q_start  :106	 q_end  :3300	 s_start  :3025	 s_end  :4155	 align_len  :1217
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|181591 YP_010060012.1 |ribonucleotide reductase [Mycobacterium phage Purple Haze]	 score  :350.0	 e_val  :6.03529e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :670	 align_len  :704
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|467962 YP_009193683.1 |ribonucleotide reductase [Mycobacterium phage LadyBird]	 score  :350.0	 e_val  :6.76873e-31	 q_start  :23789	 q_end  :25609	 s_start  :13	 s_end  :684	 align_len  :697
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|179199 YP_010063953.1 |ribonucleotide reductase [Mycobacterium phage Heffalump]	 score  :349.0	 e_val  :8.26822e-31	 q_start  :23900	 q_end  :25606	 s_start  :14	 s_end  :663	 align_len  :658
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|337751 YP_009635729.1 |ribonucleotide reductase [Mycobacterium phage Microwolf]	 score  :349.0	 e_val  :8.29407e-31	 q_start  :23789	 q_end  :25603	 s_start  :10	 s_end  :671	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|505343 YP_009101306.1 |ribonucleotide reductase [Mycobacterium phage RedRock]	 score  :348.0	 e_val  :1.00417e-30	 q_start  :23789	 q_end  :25636	 s_start  :4	 s_end  :686	 align_len  :709
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|560869 YP_008058320.1 |ribonucleotide reductase [Mycobacterium phage Chy5]	 score  :347.0	 e_val  :1.02073e-30	 q_start  :23789	 q_end  :25462	 s_start  :1	 s_end  :629	 align_len  :662
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|340527 YP_009638505.1 |ribonucleotide reductase [Mycobacterium phage Astro]	 score  :348.0	 e_val  :1.05011e-30	 q_start  :23789	 q_end  :25633	 s_start  :4	 s_end  :680	 align_len  :703
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150577 YP_010112166.1 |RecA protein [uncultured phage cr52_1]	 score  :324.0	 e_val  :1.05371e-30	 q_start  :44219	 q_end  :44932	 s_start  :2	 s_end  :239	 align_len  :240
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|559874 YP_008126140.1 |ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent [Mycobacterium phage BTCU-1]	 score  :348.0	 e_val  :1.07103e-30	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :672	 align_len  :716
